source_id,ra,dec,phot_g_mean_mag,bp_rp,parallax
3403770588628299904,83.58999956039945,21.94115954978479,20.267565,2.2435246,1.1643045656358098
3403770588629948288,83.59340607415174,21.949877758295692,18.855988,1.6743317,0.4872580630052592
3403770618691229184,83.60880404075507,21.951447315170192,18.871859,1.8555584,0.6367345964243135
3403770618691230592,83.6113802358963,21.95362489020261,20.29622,2.138258,1.4921808660261553
3403770618691230848,83.60445472071667,21.95215777953256,18.016914,1.3293667,0.35104565957337314
3403770618691230976,83.60556328534919,21.95360856023465,18.890848,1.2177277,0.35220277721100385
3403770618691232896,83.60050891005922,21.95594842014553,19.699276,1.2340851,0.2745514668949264
3403770618691237248,83.60717461835229,21.960290813272373,18.274017,1.354248,0.43901873121924584
3403770622988015744,83.60525543525874,21.963370467787023,20.75336,2.333252,1.5299055370103085
3403770622989679872,83.60827024336298,21.961743066148976,15.969584,1.0183077,0.22428281488744886
3403770622989680768,83.60604901071274,21.95820951826511,17.295412,1.1457462,0.23236453255286432
3403770622989683200,83.60052293212429,21.953703380799848,17.356934,1.1465225,0.15484633740396658
3403770653050967424,83.63304613328225,21.95203126868367,20.08146,1.3743591,1.436669478051226
3403770653050968064,83.62368435685359,21.952838635239534,18.302118,1.1195278,0.3104163092433806
3403770653050969600,83.6315385501537,21.953925005915575,18.39193,1.3266582,0.35954221441423795
3403770653050970880,83.63604200722175,21.9546912063434,17.222813,1.1388721,0.3270213383703866
3403770653050971136,83.63375524376123,21.955685018592764,20.151201,1.1917915,1.1514213160042956
3403770653051916288,83.62284698075929,21.95028981113862,18.416428,1.8413944,0.38703493812353623
3403770657349415808,83.6224091701707,21.957757004345723,14.0529995,1.1476231,1.543680447387288
3403770687410718464,83.63825142366727,21.96720434161294,20.53385,1.7228775,1.39948263414048
3403770687416603264,83.63459733681626,21.964035928264526,20.41647,1.7407837,0.7044947836074347
3403770691707480704,83.63586279187935,21.960661994597682,20.457594,1.6351471,0.7785238957623098
3403770691709149952,83.63316466544826,21.96519119943031,16.650528,1.527442,0.38903031674705213
3403770691709456512,83.64310756151633,21.96994953840163,17.441294,1.4431057,0.5305231197215704
3403770721770453504,83.61183392608855,21.96311041009033,16.070787,1.3471317,1.003057246035877
3403770726068889600,83.6241829109048,21.966693936797675,18.715178,1.3074112,0.08224537722084721
3403770726068894720,83.61749290765538,21.954487765504872,17.660566,1.2227116,0.14083022497764394
3403770756130201088,83.62304781402203,21.973722620799236,20.417917,2.0009747,0.4669808042060252
3403770756130202624,83.62129579913294,21.97470418794226,19.113523,1.5562115,0.19748473684613005
3403770790489920640,83.67099982504243,21.9508724037757,18.020689,1.3270321,0.25269264147990617
3403770790489921408,83.67863159855065,21.95234472419893,19.518858,2.3584995,1.1520474901600801
3403770794785883648,83.67504385019696,21.95636796682121,19.945635,2.2254086,0.519297668782104
3403770794785888640,83.66766258526721,21.950659281799783,20.061728,2.1321945,1.4530493738702612
3403770794786673152,83.67180528890825,21.96354167792578,20.619942,1.6533356,1.6479415449530128
3403770794786686592,83.6717732809787,21.94873634433891,20.48789,1.2392464,0.09360765365574715
3403770794786688128,83.6621969724174,21.95407440304409,20.698032,0.70541954,1.8765999674434077
3403770824849666432,83.68494654715039,21.960662172415397,18.239822,1.5214863,0.4613761262208244
3403770824849675520,83.67904042643427,21.970032699106806,15.93123,1.286562,0.45912302047320025
3403770829148405632,83.68229007362886,21.9612641891107,17.343443,0.86068535,0.36945019442327875
3403770859209408000,83.6678402768341,21.964898909642027,17.2874,1.4814587,0.5123438314545141
3403770859209408128,83.66598708534671,21.96347490670682,17.918516,1.5046101,0.6625105947114275
3403770863506155136,83.66076334933685,21.963976032957483,20.509897,1.721138,0.5226940315610877
3403770893569147264,83.67333826777963,21.965545167405807,19.0567,1.391779,0.22575192474765587
3403770893569148928,83.67485862710495,21.966999896738233,19.461609,1.4451313,0.22076677705390846
3403770897865879680,83.66971849247312,21.97623566191476,20.370073,1.3651066,0.8879723857818306
3403770962288638464,83.70503039573842,21.985018129514483,17.80767,1.5717525,0.42635422312217597
3403770962288640640,83.70722225699527,21.98776469762105,20.096504,2.028101,0.5375131601522637
3403770897867880576,83.67442363592696,21.973403298144927,15.882726,1.093915,0.8458212332127794
3403770897867881984,83.67000932926912,21.97353930495355,17.233273,1.238739,0.1596615333323419
3403770927928891392,83.69374325571944,21.96926578491194,18.819183,1.4598732,0.3443853586669173
3403770927928891520,83.69354640428251,21.971219974537515,18.974228,1.4563637,0.6564047799814557
3403770927928892288,83.68922922638376,21.97269589677609,18.306097,1.24477,0.43266554877255725
3403770927928892672,83.68644067887656,21.970809921011206,15.55012,1.1842003,0.728148776471788
3403770927928893440,83.68329552081073,21.97428807848592,20.416979,1.5934792,1.3864168949723543
3403770927928895616,83.70259588044962,21.975436267791085,17.9912,1.2698936,0.42933968264090994
3403770932227615232,83.69152923577364,21.970060599253983,17.123096,1.3256607,0.6201931676623438
3403770932227615616,83.68671876460772,21.973314818459937,17.584782,1.2224922,0.11432495229924444
3403770962288642816,83.70322081542882,21.991623752103422,19.521036,2.7646751,1.49716690943615
3403770962288642944,83.7056236965056,21.992277768264422,18.456036,1.1037521,0.06331463716658678
3403770966584545536,83.69891800509876,21.988655699589774,19.690657,1.2055359,0.5487190163984264
3403770996649302016,83.6839284507088,21.980499639893566,18.375034,1.2567158,0.10770471970231069
3403770996649344512,83.68208237473033,21.97796428535541,19.39377,1.3620453,0.6124950627050858
3403771000945074176,83.6883272084583,21.98273778269871,20.426365,1.6888084,1.3496543200759064
3403771000947089280,83.68351201460781,21.98790933929117,17.058367,1.1253757,0.16634384060475077
3403771000947092224,83.67931154050949,21.97952150045702,17.912199,1.686697,0.9682285101141125
3403771065367839744,83.64797284170112,21.96638270951101,19.337101,1.8744183,0.37838229708633697
3403771065368821888,83.65088152103932,21.97981406768146,19.768463,2.739584,3.5459935419720834
3403771104022905088,83.65625727271906,21.985007477750727,20.037058,1.8458672,0.13078427405171142
3403771104022906752,83.65166511201605,21.985487723260853,19.53313,0.79906464,0.8243339615888396
3403771104022907264,83.65071684315897,21.984359035198086,19.685205,1.2672863,0.19520520342575828
3403771104026002432,83.65488131333896,21.986662135655138,15.461677,1.0423956,0.3922995181657999
3403771104026003840,83.65183659166755,21.98461381112692,15.852037,1.3076229,0.6975346139508151
3403771104026003968,83.66111310001922,21.975976008008622,17.468307,1.3952217,0.27778327976089234
3403771138382648704,83.64254791232962,21.986123504013364,18.147245,1.4491997,0.5837467310919817
3403771138382649088,83.63762589174347,21.98934735727535,19.311974,1.4124851,0.21339682710240543
3403771138382651264,83.63946084304321,21.981783010511613,19.046392,1.5697918,0.09392913642929801
3403771168450211456,83.64319491523605,21.997553209656168,19.5338,1.3534012,1.0865200397968098
3403771168450211840,83.65249962226456,21.987930847779165,18.301746,1.3284855,0.05834417741221312
3403771172742382464,83.6436880259931,21.993938184976695,19.699255,1.8375645,0.7898403372220111
3403771172742383872,83.64450616448069,21.98993616117988,17.130291,1.2720032,0.15035353005400537
3403771172745479680,83.64249670791096,21.99497142591387,16.87815,1.7552395,0.8616964748701985
3403771202809951232,83.66996498476607,21.9973487466994,18.527147,1.4675884,0.5979577937167188
3403771207102108800,83.66855011171641,21.994399513805003,18.248398,1.1817112,0.9164766111708047
3403771207102109312,83.67483089255184,21.98842359935294,18.913649,1.1434307,0.4882261464694245
3403771207105212672,83.66797864614367,21.994006106131458,15.369291,0.9045887,0.34480196716614897
3403771237166555264,83.69123667867079,22.00317274303474,19.714027,1.2279644,0.9876756292364084
3403771241461835904,83.68034582018352,22.006262302786908,19.465612,1.548254,0.37413139644177373
3403771241461838720,83.67879224009714,22.002844774139458,19.770943,1.4572296,1.208844162740475
3403771241463221248,83.6825927464814,22.013525157441816,20.480415,1.5833645,0.20941678210055018
3403771241464944000,83.68957937646589,22.00151210004965,16.3224,1.3904123,0.7597632218616888
3403771241464947584,83.68279766084832,21.99811757596099,15.3313055,1.1053162,0.4374562300414957
3403771271529449088,83.6634056318134,22.003905976648205,18.398884,1.6510544,1.4356943190892446
3403771271529449472,83.66422801968058,22.004931800211057,17.94969,1.1813183,0.44933889731696774
3403771271529449600,83.66524259289731,22.003889773745527,18.41893,1.2598705,0.46778177211013927
3403771271529449728,83.66539552111487,22.007401648246432,18.325935,1.6090202,0.33036484131745925
3403771275821581184,83.66381314196057,22.0093083312776,18.33062,1.2910919,0.19014167321984715
3403771275824687488,83.66378875535307,22.00845306073316,17.003761,1.2720451,0.2736043938067436
3403771275824689024,83.65312358762777,22.006952188720987,18.03029,1.3534985,0.021187856830696628
3403771275824690304,83.65652195975127,22.000262528821377,15.572786,1.2183065,1.2576837541588344
3403771305886975616,83.67911693717033,22.012092608879716,18.504442,1.562067,0.32562323439191815
3403771310184419712,83.66910754683448,22.021507128817678,15.218268,1.5716648,2.4623233961235935
3403771310184422528,83.66754259509128,22.01588659316809,16.75215,1.2254124,0.5042848139274523
3403793605356217984,83.73105268902,21.972989430483896,18.585434,1.4729404,0.3664146362688076
3403793674075700096,83.7217541953381,21.985693951685587,18.830706,1.0449924,0.1864974335024542
3403793674075700480,83.72494183751331,21.985578520942465,17.534384,1.3598251,0.7394140281180286
3403793674075700736,83.71930352511026,21.986668780426882,20.284437,1.1522846,0.7695182816591063
3403793678374403072,83.73230288216858,21.98309033357382,17.620611,1.2232876,0.24864354640435357
3403793678374404480,83.72855560997347,21.97857388761893,16.03953,1.2029123,0.6332048280101028
3403793708435439488,83.73556520651105,21.98668613840168,19.239748,2.3081894,0.5419163313887186
3403793708435441536,83.73334506255219,21.989319937931803,19.390835,1.3048,0.750989950423212
3403793708435446400,83.7350732274089,21.999950039917568,19.857246,1.5165653,1.2314829007488026
3403793712731325696,83.73773624797991,21.997948496080383,19.497717,1.4813919,0.18643421505219465
3403793712731327488,83.73667446791042,21.995520792817814,20.148695,2.0338058,0.9869590312273218
3403793712732107776,83.73598811258611,21.986291095675682,20.361618,1.2224865,2.442297072394567
3403794464349645056,83.73120611887283,22.003146952010407,12.852906,1.4863634,0.42476710240933546
3403794429989944960,83.71599763788873,21.986077452901974,17.413805,1.2490921,0.4658595293769207
3403794429989950464,83.72088732137954,21.99494653670261,17.418217,1.3414059,0.4430635421737838
3403794429989950592,83.71759864851094,21.995746940946226,20.042828,1.8427792,0.2544922249383983
3403794434286620544,83.71398115952624,21.991675214226905,20.58646,1.5788612,2.0342658538530394
3403794464349691776,83.71800075587548,22.002599694250733,19.30178,1.8301487,0.3655841490212337
3403794498709430272,83.7057584570714,22.00220625658372,16.91944,1.0487137,0.16871272104747498
3403794498709431552,83.69735623891954,22.00372708867486,18.324102,1.5871754,0.2568473265840301
3403794498709431680,83.69758154052083,22.00527281156461,19.644554,1.5449486,1.5070619413839113
3403794498709432192,83.70761032386069,22.005668064560794,18.621243,1.2301884,0.5076354776156834
3403794498709433088,83.69969594221769,22.008398955255057,20.675747,1.1533642,0.5356749911125667
3403794503006086656,83.70794450156181,22.009396643899848,20.099466,1.3269424,3.5220123196514455
3403794503008122752,83.70663717768065,22.011307708751303,18.08619,1.3351631,0.326399040593097
3403794533069171840,83.71827259018362,22.008557300134754,17.977488,1.0989056,0.6356215174569616
3403794533069172352,83.72084195314449,22.01037509508863,19.980778,1.4642811,0.10484003056340944
3403794533069177856,83.71292271101748,22.01855366582758,20.149225,1.9239864,0.4410440737088628
3403794537365815936,83.72127325689016,22.01601966592643,20.091518,1.5449295,0.12265189438192686
3403794537365821312,83.71071508259281,22.012462422910808,20.057217,2.5449429,3.376870050738712
3403794537367856128,83.71626739930515,22.020218552676983,17.354246,1.1495819,0.14832186032924266
3403794567428909440,83.73541809082064,22.006697681666033,17.712864,1.4492416,0.6589944134972664
3403794567428912000,83.7389284500255,22.012231499752538,18.19906,1.1660061,0.3797316822763497
3403794567428914304,83.73808928300618,22.01592513460235,15.504459,1.1287537,0.4572278280875581
3403794571724776704,83.73974027275467,22.01152091037578,18.857702,2.546156,1.5712369187406878
3403794571725546496,83.73668130662455,22.019849454413855,20.443085,1.7856598,3.966311461011246
3403794571726271744,83.7398859446619,22.012787905823668,19.921062,1.7928638,0.2934232856612812
3403794636148396672,83.72098705328209,22.023530708511117,20.23362,1.3951759,0.5736586212521236
3403794636148399360,83.72004751225859,22.02767386723295,16.154116,1.5791836,0.1416684687249844
3403794636148400384,83.72213576975327,22.029646045574296,19.76609,1.379633,0.8203491424513558
3403794670508138496,83.73615121863604,22.02987890083819,17.308886,1.335556,0.305110519908601
3403794670508138624,83.73786136405485,22.029620108644966,18.578173,1.2205639,0.2258708968362795
3403794670508139776,83.73188794437836,22.03126824276029,18.311714,1.2093315,0.3941737183599243
3403794670508141568,83.72842078233157,22.033318839108876,18.56714,1.496952,0.5397698917906875
3403794674806800768,83.73298872145232,22.036318101594144,19.058064,1.756279,0.17568781270321415
3403794704867864960,83.69680266602504,22.01168697819985,18.428062,1.2676678,0.8042356475739362
3403794739227608192,83.70343551306294,22.018302771739982,17.627228,1.5731831,0.7789969660230533
3403794739227611520,83.71305974428266,22.023419132439507,19.902935,1.7810783,0.24485969078489642
3403794739227612800,83.70542951890037,22.02481250296219,17.228628,1.3074646,0.4294713079873363
3403794739227614848,83.70052476684896,22.02900384277311,19.685541,1.4505138,0.04212999030079748
3403794743523479040,83.70309135301245,22.02292726129075,19.830902,1.1504059,0.3928899484969427
3403794743524249088,83.69978657129523,22.0234199889636,20.210121,1.4408951,0.9060782765313543
3403794743525975552,83.70800132304838,22.021911583030867,17.329418,1.1116428,0.28458693209147834
3403794773587350784,83.6842793501887,22.024091413545765,20.02997,1.3251,0.6478937662324996
3403794773587353984,83.6828193689458,22.029970726811076,19.116472,1.5779037,0.2541124737557088
3403794773588253824,83.68498550957229,22.01902752748177,17.415625,1.179285,0.19340635738169204
3403794777882610176,83.68268787369453,22.01564844005889,19.997868,1.2145424,0.294642528645311
3403794777885721600,83.68257345197863,22.02174773949777,15.352624,1.5114517,0.2304669305915209
3403794777885723136,83.67831040425321,22.019078004602054,17.973833,1.2636948,0.3861057404445127
3403794807947092608,83.69290670978269,22.030767644249554,18.44952,1.5190659,0.14741157922996934
3403794807947096320,83.69860694086108,22.034715225513974,18.913458,1.4013615,0.017024265090267998
3403794807947096832,83.6870553114694,22.035582484379148,19.637493,2.3516045,0.540003140212068
3403794807947099648,83.69828677979675,22.03857592049899,14.898445,1.1084299,0.43757918920031835
3403794807951084544,83.69400717271759,22.033874826172593,19.75958,1.8225117,1.1452551629157888
3403794812243722240,83.69548927707825,22.034493031227637,20.289679,1.5803108,0.3102537705608767
3403794812245451392,83.69254745135859,22.036757158655703,17.194988,1.380333,0.32581936459876226
3403794812245452800,83.6927672293941,22.033940894010485,18.884117,1.697422,0.6122231425890722
3403794812246017408,83.68990824899194,22.030796589528443,20.5126,1.4747086,0.11635044013525378
3403794842306828672,83.71371930952837,22.027086280468325,17.22298,1.675375,0.7793708122699826
3403794842306832000,83.70775612660083,22.032006499391482,19.716354,1.7597046,0.2865231682653467
3403794842306833536,83.71901571051714,22.033302661171383,19.153595,2.052845,0.6359711720793777
3403794842306837504,83.71136781554253,22.037833681192726,18.151608,1.9249191,0.8936388977506696
3403794846602676864,83.71776710300831,22.042620204588584,20.402687,1.2770157,0.1352851456306069
3403794846603448576,83.72381958850953,22.03546208562703,20.316591,1.4471607,0.5722829257796529
3403794846605182720,83.71992194488621,22.04063085391945,15.454474,1.2555971,1.1026525149748854
3403794846605183104,83.72130009035486,22.03863180564065,15.751457,1.4359131,1.4556751064425422
3403794876666577536,83.72768865790135,22.04101209153034,20.09577,1.4588223,0.6756734341013029
3403794876666580352,83.72293419907103,22.044049577270847,17.779408,1.486702,0.4103700227637913
3403794876666581248,83.72538781595672,22.045882324040086,20.219637,1.5305691,1.051244841133749
3403794876670653568,83.7248235479572,22.036743496440845,19.073492,2.385275,0.38971696411266576
3403794880961793408,83.726966269291,22.0514181317798,19.897362,2.4160614,0.8551944736679158
3403794911026319744,83.70450989503871,22.045901353696486,20.122236,1.3435802,1.6388660343829289
3403794911026320128,83.70339475940602,22.04701074685168,20.330557,1.2241898,1.300149443261764
3403794911026323968,83.7080933182166,22.050671093203114,17.206947,1.2031708,0.3530765785981918
3403794915324662400,83.69748655637842,22.047132486485598,18.211681,1.3494778,0.2697013697396348
3403794915324662528,83.69854476941157,22.04603544411351,17.725819,1.7295952,1.1807921349870802
3403794915324663936,83.70414091149325,22.036156559690657,17.31466,1.2459679,0.16889918940159715
3403794945386059776,83.71261359474289,22.048532242840125,19.53788,1.6175938,0.4911652329299292
3403794945386064128,83.7195369854742,22.052327221894522,20.342663,1.5312767,0.2572630345644358
3403794945390126336,83.72365267727274,22.056297053769566,18.80177,1.3079853,0.5955549372688413
3403794949684393216,83.71537221520428,22.0628980579409,19.010162,1.5511475,0.1416128591481084
3403794949684393856,83.72157548428642,22.05552703290926,13.794782,1.0084867,1.42458391404652
3403795258920290816,83.7289950657097,22.05386109927755,20.223572,2.1674786,2.7005948796459323
3403795323343194496,83.71959614677999,22.06206018119065,19.034357,1.6668549,0.31711655456366394
3403795323343197312,83.71659289672024,22.06390403927709,17.889418,1.3721619,0.3131050301305515
3403795323343198208,83.72470869339534,22.0643454358347,17.074942,1.2743397,0.3791690014857239
3403795323343200128,83.72225796099852,22.066142168294817,17.873829,1.2892208,0.12321095512591074
3403816007906555008,83.56440087085198,21.937548173766604,17.500965,1.5961399,0.25013077915872217
3403816012202438784,83.5707945038591,21.933245324682044,20.596045,1.2390976,0.2396309356626638
3403816042266296576,83.57425623519873,21.943081035802518,17.796545,1.0989685,0.20483906166992652
3403816042266297088,83.56901513902979,21.944338787324625,20.589592,1.68647,0.8331072250083754
3403816042266299392,83.57538602311179,21.947819064727028,16.927807,1.2457142,0.16289375504839376
3403816046560733952,83.57929930171952,21.946035177832375,20.027124,1.6367397,2.449739199606226
3403816046562161024,83.57438585966057,21.951118368006533,20.67138,0.9805603,0.08280529205604148
